ID,Year_Birth,Dt_Customer,Education,Marital_Status,Kidhome,Teenhome,Income,Income_Status,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp6,SuccessCampaign,Complain,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,TotAmountSpent,NumWebVisitsMonth,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,TotNumPurchase,Recency
5314,1951.0,2013-03-18,Graduation,Together,0,1,40689.0,Tier 2,0,0,0,0,0,0,0,0,39,27,3,6,270,99,444,8,7,1,5,7,13,69
5081,1967.0,2013-10-20,2n Cycle,Together,1,1,47821.0,Tier 2,0,0,0,0,0,0,0,0,6,16,0,6,9,10,47,8,1,0,3,1,4,54
5123,1951.0,2013-04-15,Master,Married,0,0,27450.0,Tier 3,0,0,0,0,0,0,0,0,8,23,12,11,37,52,143,7,1,1,3,2,5,57
5756,1983.0,2014-04-03,Graduation,Together,1,0,39453.0,Tier 3,0,0,0,0,0,0,0,0,0,7,0,0,46,2,55,6,2,0,3,2,5,64
8036,1971.0,2014-04-18,2n Cycle,Together,1,1,26850.0,Tier 3,0,0,0,0,0,0,0,0,7,13,1,2,31,9,63,4,4,1,4,2,9,10
9058,1955.0,2012-09-23,Graduation,Divorced,0,0,79800.0,Tier 1,1,0,1,0,1,1,4,0,32,530,21,0,1060,224,1867,3,1,11,5,5,17,65
5057,1961.0,2013-09-14,Master,Married,0,1,61794.0,Tier 1,0,0,0,0,0,0,0,0,54,188,47,47,264,11,611,2,2,4,10,4,16,74
254,1955.0,2014-05-17,Graduation,Together,0,1,53863.0,Tier 2,0,0,0,1,0,0,1,0,6,30,4,4,399,30,473,7,3,1,7,7,11,4
4179,1959.0,2013-08-20,Graduation,Together,0,0,24221.0,Tier 3,0,0,0,0,0,0,0,0,2,9,9,5,8,22,55,4,1,1,3,1,5,94
3710,1984.0,2012-10-12,PhD,Single,1,0,39684.0,Tier 3,0,0,0,0,0,1,1,1,6,35,0,4,19,17,81,7,2,1,2,2,5,41
7627,1975.0,2012-12-12,Master,Married,0,0,92163.0,Tier 1,1,0,0,0,1,1,3,0,106,797,183,163,817,20,2086,2,0,11,5,5,16,25
4501,1965.0,2013-11-10,Master,Single,0,0,69882.0,Tier 1,0,0,0,0,0,0,0,0,132,635,127,127,292,165,1478,1,1,7,9,3,17,94
6424,1977.0,2014-01-30,Graduation,Together,1,0,33178.0,Tier 3,0,0,0,0,0,0,0,0,11,2,6,2,12,16,49,4,1,0,3,1,4,9
3075,1972.0,2013-09-11,PhD,Married,0,0,59973.0,Tier 2,0,0,0,0,0,0,0,0,20,168,30,34,130,0,382,1,1,4,7,3,12,47
4992,1975.0,2013-09-19,Master,Together,1,0,17459.0,Tier 3,0,0,0,0,0,1,1,0,3,16,4,10,6,30,69,7,3,1,2,3,6,12
5252,1969.0,2012-10-26,Graduation,Divorced,1,0,23910.0,Tier 3,0,0,0,0,0,0,0,0,7,18,12,1,16,13,67,7,1,0,3,2,4,80
7444,1969.0,2013-10-19,Master,Married,1,1,42169.0,Tier 2,0,0,0,0,0,0,0,0,0,9,0,0,19,2,30,8,2,0,3,1,5,20
6919,1978.0,2013-06-04,2n Cycle,Married,1,0,26224.0,Tier 3,0,0,0,0,0,0,0,0,13,15,7,9,4,15,63,6,3,1,3,2,7,39
3537,1981.0,2012-08-17,Graduation,Together,1,0,31089.0,Tier 3,0,0,0,0,0,0,0,0,2,31,3,8,31,4,79,8,3,0,4,3,7,57
10277,1961.0,2013-02-21,Graduation,Single,0,1,30081.0,Tier 3,0,0,0,0,0,0,0,0,0,2,0,0,36,4,42,7,1,0,3,1,4,27
2453,1960.0,2012-08-31,Graduation,Together,0,1,62807.0,Tier 1,0,0,0,0,0,0,0,0,10,135,28,21,526,99,819,5,3,3,12,5,18,83
7972,1955.0,2013-09-17,Graduation,Single,0,0,72906.0,Tier 1,0,0,0,0,0,0,0,0,71,519,32,75,400,54,1151,1,1,4,9,3,14,79
895,1948.0,2012-12-09,PhD,Married,0,2,61467.0,Tier 1,0,0,0,0,0,0,0,0,0,114,16,5,410,49,594,5,3,2,10,5,15,69
1177,1966.0,2013-01-26,Master,Together,1,1,49618.0,Tier 2,0,0,0,0,0,0,0,0,4,26,3,2,80,14,129,7,4,1,3,3,8,77
7141,1986.0,2012-12-29,Master,Single,1,0,21888.0,Tier 3,0,0,0,0,0,1,1,0,2,46,10,3,88,64,213,10,4,1,2,5,7,15
7232,1973.0,2014-02-11,Graduation,Divorced,0,1,42429.0,Tier 2,0,0,0,0,0,0,0,0,2,6,0,0,55,4,67,5,2,1,3,1,6,99
8477,1956.0,2013-03-11,Graduation,Divorced,2,1,26150.0,Tier 3,0,0,0,0,0,0,0,0,3,13,1,5,5,1,28,7,1,0,3,1,4,61
2457,1975.0,2012-10-26,Basic,Married,0,1,30801.0,Tier 3,0,0,0,0,0,0,0,0,15,5,4,2,8,11,45,7,2,0,3,1,5,23
988,1965.0,2014-05-07,Graduation,Married,0,0,81168.0,Tier 1,1,0,0,0,0,0,1,0,147,592,0,22,410,22,1193,3,1,4,7,6,12,84
7930,1969.0,2013-08-19,Master,Single,0,0,26877.0,Tier 3,0,0,0,0,0,0,0,0,20,76,13,18,101,40,268,6,2,1,6,3,9,74
4587,1944.0,2013-07-18,Master,Divorced,0,0,45006.0,Tier 2,0,0,0,0,0,0,0,0,16,53,25,0,162,10,266,3,1,1,7,3,9,90
6682,1973.0,2012-12-11,Basic,Married,1,0,18978.0,Tier 3,0,0,0,0,0,0,0,0,4,1,8,7,2,15,37,8,1,0,3,1,4,41
6222,1967.0,2013-10-28,Graduation,Married,2,1,22574.0,Tier 3,0,0,0,0,0,0,0,0,2,8,0,0,25,2,37,7,2,0,3,2,5,28
10299,1969.0,2012-11-09,PhD,Single,0,0,48240.0,Tier 2,0,0,0,0,0,1,1,0,64,248,91,49,389,41,882,5,3,3,13,6,19,73
3083,1974.0,2013-07-26,Graduation,Married,1,1,45837.0,Tier 2,0,0,0,0,0,0,0,0,17,87,13,17,215,24,373,7,5,2,5,6,12,88
8953,1965.0,2013-05-06,Master,Single,2,1,35791.0,Tier 3,0,0,0,0,0,0,0,0,0,5,0,0,27,3,35,8,2,0,3,1,5,94
1503,1976.0,2013-06-03,PhD,Together,1,1,162397.0,Tier 1,0,0,0,0,0,0,0,0,2,16,1,1,85,2,107,1,0,0,1,0,1,31
8650,1978.0,2013-03-18,Graduation,Divorced,1,1,54162.0,Tier 2,0,0,0,0,0,0,0,0,6,10,6,5,5,10,42,4,1,0,3,1,4,31
10862,1960.0,2012-08-17,Master,Married,0,1,30522.0,Tier 3,0,0,0,0,0,0,0,0,19,83,8,11,179,26,326,2,5,2,9,1,16,6
2782,1961.0,2013-07-11,PhD,Married,0,1,54456.0,Tier 2,0,0,0,0,0,0,0,0,10,27,0,0,352,15,404,6,3,1,7,6,11,23
6941,1971.0,2013-07-14,Graduation,Single,0,0,31632.0,Tier 3,0,0,0,0,0,0,0,0,11,12,8,15,17,32,95,7,1,1,2,2,4,92
10972,1949.0,2014-03-10,Graduation,Divorced,0,0,72298.0,Tier 1,0,0,0,1,1,0,2,0,58,169,35,17,625,35,939,1,1,3,6,4,10,52
10708,1978.0,2013-12-28,2n Cycle,Single,1,0,36975.0,Tier 3,0,0,0,0,0,0,0,0,0,11,6,4,10,2,33,7,1,0,3,1,4,50
6583,1955.0,2013-06-03,2n Cycle,Married,0,0,72635.0,Tier 1,1,0,0,0,0,0,1,0,104,323,22,35,390,107,981,3,1,8,6,6,15,54
3641,1976.0,2013-01-20,Graduation,Married,1,0,13624.0,Tier 3,0,0,0,0,0,0,0,0,2,15,2,1,10,6,36,6,2,0,3,2,5,93
10156,1975.0,2013-06-03,Graduation,Single,0,1,84196.0,Tier 1,0,0,0,0,0,0,0,0,231,507,63,31,215,190,1237,3,1,4,7,8,12,56
4299,1960.0,2012-09-21,Graduation,Together,0,1,70971.0,Tier 1,0,0,0,0,0,1,1,0,93,572,17,125,1001,17,1825,7,7,11,5,11,23,28
3469,1977.0,2012-09-06,PhD,Divorced,1,1,34487.0,Tier 3,0,0,0,0,0,0,0,0,24,33,18,1,19,8,103,9,3,0,3,3,6,94
5063,1977.0,2012-12-18,Graduation,Single,1,0,28769.0,Tier 3,0,0,0,0,0,0,0,0,10,129,5,3,41,3,191,9,3,1,4,4,8,76
10727,1970.0,2013-11-19,PhD,Married,1,0,69084.0,Tier 1,0,0,0,0,0,0,0,0,39,199,107,30,1181,30,1586,8,2,3,13,7,18,43
9624,1958.0,2014-06-13,PhD,Together,0,0,65488.0,Tier 1,0,0,0,0,0,0,0,0,36,207,45,18,603,54,963,1,1,4,6,3,11,46
5156,1970.0,2014-01-15,2n Cycle,Married,0,1,62466.0,Tier 1,0,0,0,0,0,0,0,0,168,259,129,121,129,83,889,4,5,3,12,6,20,13
4376,1960.0,2014-02-15,2n Cycle,Single,0,0,32218.0,Tier 3,0,0,1,0,0,1,2,0,13,15,24,1,10,30,93,7,1,1,3,2,5,27
8923,1973.0,2013-04-18,Graduation,Single,0,0,83917.0,Tier 1,0,0,0,0,0,1,1,0,42,732,22,198,514,79,1587,3,1,7,7,6,15,12
8461,1962.0,2014-03-10,Graduation,Divorced,2,1,46102.0,Tier 2,0,0,0,0,0,0,0,0,0,1,0,0,14,1,16,7,1,0,2,1,3,3
6945,1952.0,2013-06-04,Graduation,Single,0,0,84574.0,Tier 1,0,0,0,0,0,0,0,0,38,713,20,54,387,163,1375,5,1,11,11,9,23,72
944,1962.0,2013-01-08,Graduation,Married,0,1,56181.0,Tier 2,0,0,0,0,0,0,0,0,8,69,103,44,121,48,393,4,1,2,7,4,10,6
1907,1950.0,2012-09-28,Master,Divorced,0,1,63120.0,Tier 1,0,0,0,0,0,1,1,0,54,279,69,41,965,69,1477,7,5,4,9,8,18,53
701,1971.0,2013-11-06,Graduation,Married,0,1,73691.0,Tier 1,0,0,1,0,0,0,1,0,85,250,21,43,707,73,1179,2,2,2,8,6,12,58
3856,1960.0,2012-10-05,Graduation,Together,0,1,63381.0,Tier 1,0,0,0,0,0,0,0,0,33,142,50,50,571,159,1005,2,4,5,13,4,22,78
4149,1948.0,2014-05-13,PhD,Together,0,0,76140.0,Tier 1,0,0,0,0,0,0,0,0,17,653,66,0,586,26,1348,2,1,9,6,5,16,57
2131,1959.0,2012-12-30,PhD,Divorced,0,1,62859.0,Tier 1,0,0,0,0,0,0,0,0,16,102,89,12,1063,25,1307,6,4,4,6,9,14,37
2942,1964.0,2013-05-07,Graduation,Single,0,1,45906.0,Tier 2,0,0,1,0,0,0,1,0,4,27,3,3,305,144,486,5,2,4,4,5,10,20
1173,1947.0,2013-03-10,Master,Together,0,0,77632.0,Tier 1,0,0,0,1,1,1,3,0,0,758,105,42,1200,147,2252,2,1,2,6,4,9,73
4381,1971.0,2013-08-18,PhD,Married,1,1,46463.0,Tier 2,0,0,0,0,0,0,0,0,8,40,2,11,163,11,235,6,7,1,6,3,14,56
4611,1970.0,2013-01-21,Graduation,Together,0,0,105471.0,Tier 1,1,0,0,0,1,1,3,0,202,104,181,21,1009,207,1724,3,0,8,13,9,21,36
3376,1970.0,2013-12-13,Master,Divorced,1,0,55282.0,Tier 2,0,0,0,0,0,0,0,0,8,73,6,4,125,19,235,4,1,1,6,3,8,9
4679,1977.0,2014-05-23,Master,Married,0,1,78710.0,Tier 1,0,0,0,0,0,0,0,0,119,152,0,50,721,50,1092,4,3,6,12,7,21,42
10928,1958.0,2013-09-16,Graduation,Together,0,1,66886.0,Tier 1,0,0,0,0,0,0,0,0,41,62,4,31,315,146,599,5,2,1,7,7,10,28
4248,1960.0,2014-02-17,Master,Single,0,0,98777.0,Tier 1,0,0,0,1,0,0,1,0,125,711,19,115,1000,38,2008,1,0,6,9,4,15,23
6728,1985.0,2012-08-27,Graduation,Together,1,0,29103.0,Tier 3,0,0,0,0,0,0,0,0,6,17,0,3,16,6,48,9,2,0,3,1,5,38
6661,1974.0,2012-08-12,Graduation,Married,0,1,67445.0,Tier 1,0,0,0,0,0,0,0,0,29,217,80,80,757,11,1174,6,5,6,12,9,23,63
4725,1950.0,2014-04-13,PhD,Together,0,1,50616.0,Tier 2,0,0,0,0,0,0,0,0,0,25,2,1,30,9,67,2,1,1,4,1,6,71
3277,1955.0,2012-08-03,Graduation,Divorced,0,1,49431.0,Tier 2,0,0,0,0,0,0,0,0,26,100,3,0,219,17,365,8,2,1,5,7,8,9
5555,1975.0,2014-02-07,Graduation,Divorced,0,0,153924.0,Tier 1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0,0,0,0,0,0,81
2564,1953.0,2014-01-04,Graduation,Together,0,1,61278.0,Tier 1,0,0,0,0,0,0,0,0,2,28,3,6,111,15,165,6,2,1,4,3,7,87
946,1958.0,2012-09-22,2n Cycle,Together,0,0,26490.0,Tier 3,0,0,0,0,0,0,0,0,21,52,47,20,45,25,210,6,2,1,5,3,8,92
3867,1947.0,2013-08-31,PhD,Together,0,1,73059.0,Tier 1,0,0,0,0,0,0,0,0,0,420,112,82,410,71,1095,4,1,3,13,9,17,36
6940,1966.0,2013-10-21,PhD,Single,1,2,46734.0,Tier 2,0,0,1,0,0,0,1,0,6,39,1,1,100,76,223,6,4,2,3,3,9,86
55,1963.0,2012-12-07,Graduation,Together,0,1,56253.0,Tier 2,0,0,0,0,0,0,0,0,7,65,0,11,509,5,597,6,4,2,9,7,15,83
7093,1985.0,2013-11-14,Graduation,Married,1,0,19986.0,Tier 3,0,0,0,0,0,0,0,0,0,5,6,2,3,6,22,7,1,0,3,0,4,74
5084,1975.0,2013-12-25,Graduation,Divorced,0,1,58330.0,Tier 2,0,0,0,0,0,0,0,0,104,213,53,98,445,151,1064,4,1,4,13,6,18,87
1777,1980.0,2012-09-07,Basic,Married,0,0,25965.0,Tier 3,0,0,0,0,0,0,0,0,41,11,2,7,2,11,74,8,1,0,3,2,4,29
8162,1956.0,2013-01-01,Master,Together,0,0,14661.0,Tier 3,0,0,0,0,0,0,0,0,6,11,1,2,4,2,26,6,1,0,3,1,4,88
10826,1959.0,2012-12-28,Graduation,Married,0,0,18690.0,Tier 3,0,0,0,0,0,0,0,0,23,7,1,4,6,19,60,8,1,1,2,1,4,77
8754,1974.0,2013-05-16,PhD,Together,0,1,45068.0,Tier 2,0,0,0,0,0,0,0,0,0,3,0,0,14,3,20,7,1,0,2,1,3,25
1987,1987.0,2013-09-25,Basic,Single,1,0,21063.0,Tier 3,0,0,0,0,0,0,0,0,19,11,10,3,1,15,59,6,2,0,3,2,5,34
11007,1968.0,2013-05-09,PhD,Married,1,0,29187.0,Tier 3,0,0,0,0,0,0,0,0,0,6,0,0,26,2,34,8,1,0,3,1,4,43
7426,1971.0,2013-11-07,2n Cycle,Married,1,1,54690.0,Tier 2,0,0,0,0,0,0,0,0,7,37,16,9,111,18,198,3,3,1,5,3,9,76
9153,1964.0,2013-07-29,PhD,Married,0,1,59304.0,Tier 2,0,0,0,0,0,0,0,0,80,428,61,51,418,10,1048,5,3,8,10,7,21,81
10379,1962.0,2013-11-08,Master,Single,0,2,59247.0,Tier 2,0,0,0,0,0,0,0,0,19,122,9,14,327,83,574,6,5,2,9,5,16,87
9204,1970.0,2012-09-12,Graduation,Divorced,0,1,66731.0,Tier 1,0,0,0,0,0,0,0,0,58,194,159,106,371,141,1029,3,4,3,6,4,13,33
3197,1980.0,2013-12-16,Graduation,Married,0,1,77353.0,Tier 1,0,0,0,0,0,0,0,0,69,107,59,101,275,59,670,4,2,4,8,6,14,38
2920,1975.0,2012-12-01,PhD,Single,0,1,52614.0,Tier 2,0,0,0,0,0,0,0,0,12,142,0,9,789,38,990,8,2,4,8,2,14,63
6961,1974.0,2014-05-22,Graduation,Married,2,0,26751.0,Tier 3,0,0,0,0,0,0,0,0,0,5,1,3,1,1,11,8,1,0,2,1,3,26
4673,1963.0,2012-10-30,PhD,Married,0,1,81300.0,Tier 1,1,0,0,0,0,1,2,0,32,145,12,12,1004,36,1241,5,3,3,5,10,11,17
9937,1979.0,2014-01-02,Graduation,Single,0,0,70337.0,Tier 1,0,0,0,0,0,0,0,0,25,149,81,43,187,91,576,1,1,2,12,2,15,75
8779,1985.0,2013-06-16,2n Cycle,Married,1,0,36145.0,Tier 3,0,0,1,0,0,1,2,0,17,76,4,1,56,18,172,9,4,1,3,4,8,13
9596,1980.0,2013-12-23,PhD,Single,0,0,65295.0,Tier 1,0,0,0,0,0,0,0,0,34,117,32,110,365,6,664,2,1,3,13,3,17,19
2891,1963.0,2013-10-18,Graduation,Divorced,0,1,68118.0,Tier 1,0,0,0,0,0,0,0,0,10,123,23,23,595,154,928,6,2,9,4,8,15,51
4910,1967.0,2012-08-30,Graduation,Divorced,0,0,68743.0,Tier 1,0,0,0,0,0,0,0,0,175,384,134,134,1132,115,2074,7,1,5,13,11,19,81
75,1982.0,2013-07-25,2n Cycle,Together,0,0,41039.0,Tier 2,0,0,0,0,0,0,0,0,179,137,11,61,34,45,467,8,1,1,5,8,7,32
10120,1955.0,2013-10-24,Graduation,Together,0,1,38946.0,Tier 3,0,0,0,0,0,0,0,0,6,82,6,6,116,41,257,5,2,1,6,3,9,84
6327,1967.0,2013-12-19,Graduation,Together,0,0,65777.0,Tier 1,0,0,0,0,0,0,0,0,28,435,32,32,565,54,1146,1,1,8,6,2,15,87
10142,1976.0,2013-03-07,PhD,Divorced,0,1,66476.0,Tier 1,0,0,0,0,0,0,0,0,47,126,18,48,372,78,689,4,2,2,11,5,15,99
9826,1972.0,2012-09-12,PhD,Single,0,0,86857.0,Tier 1,0,0,0,0,0,1,1,0,133,838,102,102,899,40,2114,2,1,6,10,5,17,96
1501,1982.0,2012-08-04,PhD,Married,0,0,160803.0,Tier 1,0,0,0,0,0,0,0,0,17,1622,16,3,55,4,1717,0,15,28,1,0,44,21
10767,1989.0,2014-05-16,PhD,Together,0,0,77845.0,Tier 1,1,0,0,0,1,0,2,0,0,480,40,40,760,26,1346,1,1,5,12,3,18,40
7279,1969.0,2013-09-30,PhD,Together,0,0,69476.0,Tier 1,0,0,0,0,0,0,0,0,63,559,86,9,260,67,1044,2,1,6,4,4,11,3
7230,1960.0,2012-10-04,PhD,Divorced,0,1,50611.0,Tier 2,0,0,0,1,0,1,2,0,6,24,0,0,459,4,493,6,6,5,7,4,18,98
143,1970.0,2013-08-25,Graduation,Single,0,0,61209.0,Tier 1,0,0,0,0,0,0,0,0,119,224,0,49,466,99,957,2,1,3,4,5,8,73
450,1958.0,2013-07-12,Master,Together,0,1,42315.0,Tier 2,0,0,0,0,0,0,0,0,17,80,15,11,67,80,270,3,3,4,4,1,11,90
9316,1952.0,2013-11-02,Basic,Together,0,0,13084.0,Tier 3,0,0,0,0,0,0,0,0,3,7,0,7,2,10,29,6,1,0,3,1,4,29
6379,1949.0,2013-05-29,Master,Divorced,1,1,47570.0,Tier 2,0,0,0,0,0,1,1,0,0,20,1,2,67,31,121,7,3,2,2,2,7,3
9239,1961.0,2013-07-26,Master,Married,0,2,61923.0,Tier 1,0,0,0,0,0,0,0,0,3,18,4,3,92,6,126,3,1,1,4,2,6,94
8315,1995.0,2014-03-26,Graduation,Single,0,0,34824.0,Tier 3,0,0,0,0,0,0,0,0,2,11,2,0,4,4,23,6,1,0,2,1,3,65
2868,1949.0,2013-04-08,PhD,Single,1,1,26518.0,Tier 3,0,0,0,0,0,1,1,0,3,28,1,3,20,2,57,8,3,0,3,2,6,33
10888,1961.0,2013-11-03,Graduation,Single,0,0,45938.0,Tier 2,0,0,0,0,0,0,0,0,62,178,11,83,273,29,636,6,2,4,6,8,12,46
1277,1960.0,2014-04-09,Graduation,Together,0,0,78468.0,Tier 1,1,0,0,0,0,0,1,0,104,388,22,22,434,34,1004,4,1,7,10,10,18,29
9977,1973.0,2013-09-17,Graduation,Divorced,0,1,78901.0,Tier 1,0,0,0,0,0,0,0,0,33,309,11,26,321,34,734,4,3,3,5,9,11,99
10196,1978.0,2014-03-12,Graduation,Married,2,0,71427.0,Tier 1,0,0,0,0,0,0,0,0,15,177,123,64,212,23,614,4,2,2,8,8,12,26
6384,1978.0,2014-02-11,Graduation,Divorced,0,1,71022.0,Tier 1,0,0,1,0,0,0,1,0,0,278,12,12,909,242,1453,8,3,2,11,5,16,30
8029,1988.0,2014-04-29,Master,Single,0,0,90247.0,Tier 1,1,0,0,1,1,1,4,0,21,352,32,16,1184,16,1621,1,1,4,7,3,12,27
968,1968.0,2013-12-26,Master,Divorced,1,0,41335.0,Tier 2,0,0,0,0,0,0,0,0,16,21,19,14,112,5,187,7,3,1,4,4,8,24
6988,1986.0,2013-01-10,Graduation,Married,1,0,71952.0,Tier 1,0,0,1,0,1,0,2,0,52,455,80,107,656,93,1443,4,2,4,8,8,14,93
4472,1970.0,2014-06-27,PhD,Divorced,1,0,35682.0,Tier 3,0,0,0,0,0,0,0,0,6,8,0,2,23,18,57,2,1,1,3,1,5,34
6991,1951.0,2013-04-10,Graduation,Divorced,0,1,43185.0,Tier 2,0,0,0,0,0,0,0,0,16,42,6,6,537,30,637,8,2,3,6,9,11,88
3336,1948.0,2013-11-21,PhD,Together,0,1,66375.0,Tier 1,0,0,1,0,0,0,1,0,0,45,0,0,712,191,948,7,3,4,5,2,12,96
4301,1971.0,2013-01-10,Master,Married,1,0,35178.0,Tier 3,0,0,1,0,0,1,2,0,2,13,1,2,23,18,59,7,1,1,2,1,4,10
1940,1986.0,2013-07-12,Graduation,Married,1,0,25252.0,Tier 3,0,0,0,0,0,0,0,0,2,4,3,2,1,6,18,8,1,0,2,1,3,26
1272,1965.0,2012-10-21,Master,Single,0,1,55250.0,Tier 2,0,0,0,0,0,0,0,0,32,83,58,0,664,66,903,5,4,5,10,7,19,49
1388,1975.0,2013-02-20,Graduation,Single,1,0,33249.0,Tier 3,0,0,0,0,0,0,0,0,19,21,10,14,6,42,112,6,2,1,3,2,6,11
1044,1953.0,2013-05-14,Graduation,Together,0,0,58398.0,Tier 2,0,0,0,0,0,0,0,0,21,201,5,21,299,49,596,4,3,4,8,5,15,44
6969,1982.0,2013-08-07,Graduation,Together,1,0,50272.0,Tier 2,0,0,0,0,0,0,0,0,43,66,13,8,99,4,233,7,3,1,5,4,9,75
10479,1975.0,2012-12-07,PhD,Married,0,0,76618.0,Tier 1,0,0,0,0,0,0,0,0,121,294,40,160,749,147,1511,1,1,2,5,3,8,64
3619,1960.0,2012-09-23,2n Cycle,Divorced,0,0,87305.0,Tier 1,0,0,0,0,1,1,2,0,63,501,25,138,345,80,1152,2,1,3,8,5,12,19
1715,1978.0,2013-02-11,Graduation,Together,1,0,25851.0,Tier 3,0,0,0,0,0,0,0,0,7,18,4,5,9,5,48,7,2,0,3,2,5,45
10159,1970.0,2013-03-31,Graduation,Divorced,0,1,58710.0,Tier 2,0,0,0,0,0,0,0,0,0,368,81,122,440,174,1185,6,6,5,9,11,20,77
1463,1958.0,2014-03-29,Graduation,Single,1,1,45160.0,Tier 2,0,0,0,0,0,0,0,0,3,5,2,0,8,3,21,7,1,0,2,1,3,9
5114,1965.0,2012-12-19,Master,Married,0,1,74806.0,Tier 1,0,0,0,0,0,0,0,0,0,249,9,28,670,9,965,4,2,4,5,5,11,1
4990,1954.0,2013-05-02,Graduation,Married,0,0,59111.0,Tier 2,0,0,0,0,0,0,0,0,28,134,0,28,524,155,869,7,1,1,8,11,10,90
4329,1984.0,2014-05-23,PhD,Married,1,0,18988.0,Tier 3,0,0,0,0,0,0,0,0,2,6,0,1,6,1,16,7,2,0,3,1,5,43
10936,1965.0,2013-02-13,Graduation,Married,0,0,72190.0,Tier 1,0,0,0,0,0,0,0,0,172,597,166,166,597,249,1947,3,1,6,4,5,11,79
4692,1976.0,2012-08-01,Graduation,Married,1,0,7500.0,Tier 3,0,0,1,0,0,1,2,0,13,12,0,7,7,32,71,9,5,1,2,4,8,19
7212,1966.0,2014-06-08,Graduation,Married,0,1,44794.0,Tier 2,0,0,0,0,0,0,0,0,0,7,0,0,54,4,65,6,1,0,3,2,4,99
6086,1955.0,2013-11-23,Graduation,Married,0,0,80395.0,Tier 1,1,0,0,0,0,0,1,0,80,706,25,76,445,48,1380,2,1,5,12,6,18,62
437,1976.0,2014-01-25,Master,Divorced,0,0,75012.0,Tier 1,0,0,0,0,0,0,0,0,164,218,142,58,294,151,1027,1,1,8,11,3,20,41
11171,1965.0,2013-10-11,Master,Married,2,1,56962.0,Tier 2,0,0,0,0,0,0,0,0,10,77,3,3,292,26,411,7,7,3,5,6,15,60
11101,1991.0,2013-04-15,Graduation,Together,0,0,89891.0,Tier 1,0,0,0,0,1,0,1,0,59,132,22,28,412,183,836,4,1,6,8,11,15,17
5329,1949.0,2013-09-27,PhD,Divorced,1,1,35946.0,Tier 3,0,0,0,0,0,0,0,0,0,3,0,0,8,0,11,5,1,0,3,0,4,24
610,1953.0,2012-08-07,PhD,Together,1,1,53593.0,Tier 2,0,0,0,0,0,0,0,0,6,78,4,0,349,43,480,8,8,2,6,7,16,60
9384,1978.0,2013-06-12,Graduation,Married,1,1,66373.0,Tier 1,0,0,0,0,0,0,0,0,12,124,9,24,328,109,606,3,7,2,10,4,19,57
5956,1948.0,2013-10-16,PhD,Divorced,1,2,45072.0,Tier 2,0,0,0,0,0,0,0,0,7,99,2,2,144,30,284,8,5,1,4,6,10,74
10430,1973.0,2013-10-09,Graduation,Divorced,1,1,89694.0,Tier 1,1,0,0,1,1,0,3,0,37,211,28,28,1126,42,1472,5,3,3,4,4,10,22
7875,1949.0,2014-04-29,Graduation,Married,0,0,72025.0,Tier 1,1,0,0,1,1,1,4,0,43,617,0,50,967,0,1677,2,1,8,13,4,22,46
7072,1973.0,2013-03-29,Graduation,Married,0,1,67432.0,Tier 1,0,0,0,0,0,0,0,0,177,341,79,136,432,170,1335,4,2,5,4,8,11,69
6255,1952.0,2014-06-03,Master,Together,0,1,70545.0,Tier 1,0,0,0,0,0,0,0,0,55,63,39,18,138,21,334,2,1,1,7,4,9,29
6516,1989.0,2013-03-18,Basic,Married,1,0,17487.0,Tier 3,0,0,0,0,0,0,0,0,7,1,0,4,0,6,18,7,1,0,2,1,3,37
5564,1969.0,2012-08-09,Graduation,Together,0,1,62882.0,Tier 1,0,0,0,0,0,0,0,0,78,497,133,24,509,97,1338,4,2,5,6,7,13,26
5682,1953.0,2013-03-23,PhD,Single,0,1,64108.0,Tier 1,0,0,0,0,0,0,0,0,13,86,10,21,948,21,1099,5,4,9,11,6,24,8
7458,1956.0,2013-03-06,Master,Together,1,1,34941.0,Tier 3,0,0,0,0,0,0,0,0,4,25,2,3,39,24,97,8,2,0,3,3,5,26
5237,1950.0,2014-01-01,PhD,Single,1,2,48767.0,Tier 2,0,0,0,0,0,0,0,0,3,21,1,0,28,10,63,5,3,1,3,2,7,79
7761,1978.0,2013-08-01,2n Cycle,Together,1,0,38702.0,Tier 3,0,0,0,0,0,0,0,0,13,24,11,8,13,40,109,6,2,0,4,3,6,71
5278,1964.0,2014-01-25,Graduation,Married,0,0,82224.0,Tier 1,1,0,0,0,0,0,1,0,138,360,26,31,307,40,902,3,1,9,5,6,15,83
3560,1952.0,2013-05-12,Graduation,Together,0,0,83844.0,Tier 1,0,0,0,0,1,0,1,0,75,345,31,31,901,191,1574,1,1,4,11,4,16,57
7235,1975.0,2013-12-09,2n Cycle,Married,1,0,17003.0,Tier 3,0,0,0,0,0,0,0,0,4,12,5,8,2,7,38,5,3,0,4,2,7,37
10548,1995.0,2014-03-09,Graduation,Single,0,0,71163.0,Tier 1,0,0,0,0,0,0,0,0,138,372,17,106,283,44,960,1,1,8,12,3,21,30
